projects_completed,tenure_months,portfolio_strength,on_time_delivery_percent,avg_client_rating,rating_trajectory,dispute_rate,project_category,project_success_score,project_price_inr
23,23,0.86,0.93,4.46,0.05,0.087,Web Development,65.87,293336
41,54,0.69,0.99,4.76,0.2,0.034,Graphic Design,74.45,342883
17,24,0.82,0.85,3.95,0.23,0.117,Mobile Development,49.03,231806
44,48,0.79,0.92,4.26,-0.16,0.099,UI/UX Design,58.86,372857
42,57,0.76,0.99,4.84,0.09,0.026,Web Development,87.91,376317
40,40,0.82,0.87,4.39,0.16,0.095,Web Development,65.89,355633
41,45,0.77,0.91,4.37,0.07,0.094,UI/UX Design,59.51,360154
19,19,0.83,0.71,3.64,0.09,0.15,Web Development,23.33,213560
26,38,0.95,0.88,4.25,-0.1,0.091,UI/UX Design,65.1,317760
22,19,1.0,0.8,4.33,-0.02,0.077,Web Development,46.65,335216
42,39,0.85,0.75,3.7,0.05,0.134,Web Development,38.18,321427
47,60,0.96,0.93,4.72,0.19,0.062,Graphic Design,82.33,454912
8,9,0.93,0.73,3.71,0.1,0.13,Mobile Development,29.11,194512
26,29,0.65,0.96,4.55,-0.05,0.06,Web Development,62.36,271036
32,34,0.97,0.88,4.36,-0.08,0.065,Web Development,57.18,348516
20,24,0.54,0.87,4.24,0.19,0.089,Mobile Development,47.78,182927
17,11,0.66,0.77,3.64,0.06,0.135,Mobile Development,20.96,160586
43,38,0.82,0.76,3.78,0.05,0.134,Mobile Development,36.95,330750
47,54,0.76,0.77,3.76,0.26,0.127,Web Development,39.12,299585
37,45,0.77,0.77,3.8,0.13,0.106,Graphic Design,39.34,286207
25,24,0.9,0.97,4.68,0.12,0.055,Graphic Design,74.54,329730
50,58,0.6,0.92,4.42,0.03,0.087,Mobile Development,59.82,350579
10,6,0.99,0.98,4.57,0.16,0.082,UI/UX Design,70.98,317799
14,10,0.72,0.92,4.62,0.15,0.048,Web Development,58.44,229591
32,32,0.97,0.92,4.42,0.03,0.073,Graphic Design,63.43,360950
16,21,0.69,0.85,4.19,0.28,0.108,UI/UX Design,45.39,196270
15,11,0.8,0.78,3.84,0.07,0.105,UI/UX Design,38.24,199621
32,45,0.73,0.91,4.35,-0.18,0.076,UI/UX Design,52.66,288002
15,18,0.84,0.75,3.75,0.23,0.134,Graphic Design,30.91,218338
50,53,0.59,0.84,4.31,0.05,0.079,Web Development,46.71,331610
39,40,0.7,0.75,3.5,0.18,0.15,Web Development,25.38,245361
21,24,0.53,0.83,3.9,0.19,0.136,UI/UX Design,39.3,155115
26,17,0.8,0.79,3.85,0.19,0.103,Web Development,45.23,254864
14,21,0.98,0.74,3.55,0.03,0.129,Web Development,27.38,237515
39,48,0.52,0.83,4.36,0.16,0.069,Graphic Design,51.69,263356
17,15,0.83,0.76,3.72,0.09,0.128,UI/UX Design,35.91,219454
13,30,0.89,0.76,3.84,0.11,0.122,Web Development,30.18,201801
22,25,0.61,0.8,3.89,0.04,0.1,Mobile Development,33.23,219106
26,36,0.64,0.8,3.54,0.15,0.15,Web Development,26.65,163169
6,9,0.6,0.95,4.5,0.08,0.08,Web Development,52.65,190142
40,49,0.65,0.86,4.01,0.1,0.1,UI/UX Design,48.31,266162
16,28,0.56,0.94,4.58,-0.08,0.054,Web Development,54.88,208448
6,7,0.69,0.74,3.62,0.23,0.122,UI/UX Design,21.96,125849
16,27,0.68,0.8,3.82,0.26,0.12,Graphic Design,37.33,186098
47,56,0.9,0.88,4.27,-0.04,0.078,Mobile Development,59.45,401570
37,42,0.9,0.76,3.7,0.11,0.139,Graphic Design,38.86,317503
13,13,0.9,0.75,3.88,0.24,0.121,Graphic Design,38.86,202614
18,12,0.78,0.9,4.46,0.03,0.092,Graphic Design,59.45,266371
17,19,0.66,0.89,4.57,0.01,0.076,Mobile Development,59.09,259458
49,60,0.71,0.77,3.89,0.21,0.102,UI/UX Design,37.85,329835
6,8,0.66,0.76,3.83,0.09,0.132,UI/UX Design,27.98,125044
34,55,0.79,0.93,4.58,0.2,0.048,UI/UX Design,69.22,344443
20,21,0.97,0.76,3.86,0.24,0.114,Mobile Development,39.37,257695
48,60,0.64,0.97,4.38,0.0,0.082,Mobile Development,68.15,308999
31,24,0.73,0.98,4.8,0.19,0.046,UI/UX Design,76.06,345477
50,56,0.83,0.97,4.43,0.18,0.084,UI/UX Design,66.19,409054
20,23,0.92,0.78,3.56,0.17,0.15,UI/UX Design,28.53,233735
48,57,0.63,0.7,3.5,0.09,0.15,Web Development,21.47,231238
25,21,0.64,0.97,4.71,0.12,0.036,Web Development,68.45,273037
17,13,0.94,0.82,3.84,0.18,0.129,Web Development,43.24,223022
41,38,0.54,0.77,3.89,0.27,0.137,Web Development,34.43,207229
41,54,0.8,0.78,4.11,0.04,0.112,Web Development,40.05,320995
22,17,0.93,0.79,3.85,0.27,0.123,Web Development,48.09,291057
46,58,0.96,0.94,4.58,0.2,0.084,UI/UX Design,81.83,440231
17,16,0.51,0.95,4.47,-0.08,0.054,Graphic Design,58.49,182655
9,10,0.68,0.93,4.31,0.07,0.069,Mobile Development,51.34,182771
28,32,0.63,0.89,4.29,0.07,0.097,Web Development,49.24,239883
18,17,0.78,0.79,3.77,0.06,0.13,Graphic Design,30.25,222117
24,22,0.82,0.87,4.17,0.14,0.081,Web Development,53.26,271454
13,11,1.0,0.8,3.81,0.22,0.12,Graphic Design,46.29,268531
21,38,0.76,0.73,3.5,0.27,0.133,UI/UX Design,24.47,182888
12,10,0.78,0.74,3.65,0.22,0.139,Mobile Development,25.81,195799
37,33,0.71,0.88,3.98,0.23,0.096,Web Development,54.57,292076
18,19,0.57,0.7,3.58,0.14,0.124,Mobile Development,12.77,128250
19,10,0.65,0.98,4.47,0.12,0.065,UI/UX Design,65.17,221847
48,59,0.62,0.99,4.65,-0.0,0.047,Web Development,70.88,363231
25,38,0.9,0.76,3.93,0.19,0.11,Mobile Development,46.77,260850
44,55,0.77,0.83,4.17,0.15,0.09,Mobile Development,60.4,343350
41,53,0.65,0.92,4.45,-0.12,0.079,Web Development,57.77,346880
38,46,0.74,0.99,5.0,-0.12,0.037,UI/UX Design,78.0,396739
17,24,0.61,0.95,4.61,-0.17,0.046,Mobile Development,56.9,220972
25,27,0.59,0.76,3.92,0.02,0.116,Web Development,27.76,186944
10,10,0.93,0.74,3.59,0.2,0.15,Web Development,32.23,201388
16,7,0.97,0.81,3.54,0.23,0.133,Mobile Development,39.84,218408
25,35,0.54,0.81,4.01,0.2,0.128,Mobile Development,40.75,193506
45,52,0.88,0.82,4.09,0.29,0.083,Mobile Development,57.04,358398
40,44,0.73,0.93,4.56,-0.14,0.049,Web Development,63.82,335689
15,9,0.69,0.77,3.59,0.08,0.13,Web Development,23.36,142221
31,38,0.84,0.97,5.0,-0.17,0.029,UI/UX Design,78.96,395835
19,18,0.63,0.76,3.58,0.01,0.136,Graphic Design,17.15,153705
25,25,0.51,0.78,3.88,0.15,0.116,Graphic Design,30.68,174320
41,59,0.61,0.82,4.06,0.26,0.123,Graphic Design,44.59,298926
12,12,0.59,0.77,3.93,0.05,0.109,Mobile Development,27.19,134297
19,20,0.52,0.91,4.29,0.17,0.101,UI/UX Design,44.93,160039
26,28,0.66,0.81,4.07,0.22,0.087,Graphic Design,46.06,233991
19,19,0.74,0.96,4.89,0.11,0.051,UI/UX Design,65.64,301335
28,28,0.87,1.0,4.73,-0.16,0.068,UI/UX Design,72.12,358306
32,24,0.66,0.95,4.5,-0.08,0.061,Graphic Design,55.36,287789
46,59,0.6,0.84,3.96,0.0,0.115,Graphic Design,39.55,294827
32,34,0.62,0.84,4.14,0.22,0.086,Graphic Design,46.11,262001
30,25,0.95,0.78,3.73,0.18,0.115,Mobile Development,41.11,307560
21,34,0.6,0.86,4.31,0.13,0.096,UI/UX Design,53.18,218354
28,29,0.94,1.0,4.73,0.07,0.057,UI/UX Design,82.57,366224
13,23,0.72,0.72,3.56,0.24,0.15,Web Development,22.19,155258
27,15,0.97,0.95,4.42,-0.11,0.074,Mobile Development,66.03,339427
42,46,0.7,0.96,4.93,0.05,0.025,Web Development,72.1,388860
16,13,0.59,0.98,4.73,0.14,0.049,UI/UX Design,59.65,239984
18,31,0.77,0.8,3.77,0.07,0.111,Graphic Design,38.88,197767
27,34,0.79,0.81,4.02,0.15,0.1,Web Development,45.36,255098
13,15,0.82,0.78,3.57,0.23,0.136,UI/UX Design,34.81,147834
30,22,0.71,0.93,4.41,-0.05,0.086,Graphic Design,57.93,312141
13,7,0.52,0.72,3.65,0.3,0.12,Web Development,21.19,74019
5,11,0.81,0.79,3.95,0.04,0.104,Mobile Development,33.48,178054
14,10,0.97,0.81,4.11,0.22,0.092,UI/UX Design,55.09,285660
22,33,0.98,0.84,4.28,0.04,0.089,Mobile Development,52.03,299858
31,46,0.8,0.83,4.04,0.11,0.096,Mobile Development,49.08,313090
14,10,0.51,0.84,4.26,-0.17,0.075,UI/UX Design,34.81,171939
25,23,0.55,0.96,4.77,-0.03,0.039,Mobile Development,67.46,234788
30,31,0.92,0.79,4.02,0.16,0.105,UI/UX Design,53.02,309797
33,25,0.91,0.95,4.36,-0.12,0.082,UI/UX Design,58.82,372437
41,46,0.97,0.93,4.51,-0.1,0.05,Graphic Design,66.34,407659
46,54,0.78,0.74,3.62,0.26,0.133,Web Development,38.18,310682
22,32,0.93,0.96,4.83,0.09,0.054,UI/UX Design,77.55,360149
49,54,0.91,0.74,3.7,0.3,0.138,Web Development,43.96,368979
9,17,0.79,0.93,4.42,-0.17,0.075,UI/UX Design,50.29,218209
24,12,0.89,0.93,4.45,-0.06,0.072,Mobile Development,62.14,292101
15,8,0.56,0.89,4.26,-0.16,0.084,Web Development,34.8,183740
30,15,0.82,0.79,3.91,0.27,0.111,UI/UX Design,41.64,294007
36,39,0.98,0.89,4.39,-0.15,0.075,UI/UX Design,65.21,379324
32,30,0.58,0.91,4.39,0.19,0.094,Graphic Design,54.33,267438
33,40,0.87,0.9,4.33,0.15,0.082,Mobile Development,67.27,348580
20,21,0.66,0.93,4.36,0.05,0.088,UI/UX Design,53.38,218522
5,7,0.91,0.92,4.68,-0.1,0.068,Mobile Development,60.98,248632
19,29,0.85,0.79,3.86,0.18,0.119,Web Development,40.26,218806
17,15,0.96,0.77,3.83,0.09,0.137,Mobile Development,33.85,250409
37,43,0.86,0.9,4.43,-0.17,0.095,UI/UX Design,59.14,356610
19,27,0.71,0.92,4.51,0.08,0.069,Mobile Development,64.7,227608
23,31,0.51,0.72,3.51,0.02,0.145,Graphic Design,13.97,131194
41,48,0.9,0.77,3.88,0.06,0.132,Graphic Design,36.51,341494
44,60,0.7,0.7,3.71,0.18,0.139,Mobile Development,29.12,282819
39,44,0.84,0.87,4.33,-0.19,0.088,Graphic Design,55.82,336850
23,32,0.55,0.84,4.18,0.06,0.111,Mobile Development,37.86,220306
31,34,0.95,0.87,4.33,0.06,0.089,Graphic Design,60.07,341468
38,52,0.72,0.79,3.91,0.03,0.123,UI/UX Design,34.27,262034
31,43,0.96,0.85,4.11,0.17,0.09,UI/UX Design,54.68,348057
11,25,0.85,0.94,4.83,-0.14,0.051,Mobile Development,63.92,287313
28,32,0.56,0.74,3.88,0.26,0.136,Web Development,29.27,142166
46,46,0.79,0.76,3.71,0.01,0.136,UI/UX Design,37.3,311979
50,59,0.95,0.92,4.63,0.16,0.076,Web Development,76.28,442832
25,25,0.9,0.98,4.76,-0.15,0.043,UI/UX Design,71.14,329954
31,49,0.71,0.8,3.94,0.07,0.096,Mobile Development,42.2,244472
27,24,0.98,1.0,5.0,0.03,0.028,Mobile Development,85.53,387520
24,25,0.63,0.71,3.54,0.02,0.127,Mobile Development,18.37,151936
32,40,0.69,0.73,3.67,0.05,0.123,Web Development,21.8,226448
50,52,0.87,0.85,4.23,-0.06,0.08,Web Development,55.49,411950
13,7,0.62,0.9,4.2,0.21,0.096,Web Development,54.52,149225
41,35,0.76,0.81,4.03,0.14,0.126,Mobile Development,40.53,327468
41,58,0.86,0.88,4.06,0.01,0.086,Mobile Development,54.35,340871
27,39,0.82,0.72,3.66,0.05,0.127,Graphic Design,22.24,264455
19,27,0.58,0.82,4.11,0.11,0.12,UI/UX Design,38.26,195657
9,8,0.81,0.78,4.02,0.13,0.124,Mobile Development,37.99,168828
21,11,0.79,0.86,4.28,0.01,0.101,Web Development,44.16,265752
16,20,0.78,0.86,4.58,-0.18,0.047,Graphic Design,49.94,276432
25,32,0.91,0.94,4.34,0.07,0.089,UI/UX Design,59.46,303964
18,15,0.59,0.85,4.13,0.25,0.088,Web Development,45.27,197769
19,14,0.88,0.9,4.51,0.11,0.075,Mobile Development,64.04,309145
22,38,0.88,0.87,4.42,0.17,0.074,Graphic Design,63.1,299733
37,37,0.86,1.0,4.71,-0.06,0.058,Web Development,79.4,384372
41,53,0.75,0.94,4.71,-0.16,0.05,Mobile Development,67.35,367293
12,11,0.7,0.92,4.24,0.09,0.107,Mobile Development,48.24,204292
46,46,0.7,0.88,4.17,0.02,0.077,Web Development,55.17,345249
34,41,0.87,0.87,4.3,-0.07,0.074,Graphic Design,56.89,331754
5,7,0.75,0.8,3.99,0.26,0.124,Web Development,39.62,167068
23,34,0.67,0.93,4.67,0.09,0.066,Mobile Development,60.1,284629
11,9,0.81,0.76,3.91,0.24,0.105,Web Development,38.67,224940
7,6,0.92,0.73,3.55,0.16,0.13,UI/UX Design,33.07,163505
23,24,0.53,0.89,4.5,0.1,0.062,Graphic Design,58.27,199718
26,31,0.99,0.77,3.87,0.08,0.119,UI/UX Design,44.17,294025
33,30,0.55,0.95,4.71,-0.03,0.035,Mobile Development,61.57,299953
16,15,0.76,0.93,4.62,0.12,0.074,UI/UX Design,60.79,239664
39,58,0.78,0.88,4.26,-0.09,0.09,Mobile Development,50.59,336058
24,20,0.57,0.78,3.98,0.07,0.129,Mobile Development,30.02,175171
34,27,0.96,0.91,4.47,-0.11,0.065,Graphic Design,67.19,369094
47,56,0.74,0.84,4.25,0.0,0.072,Web Development,54.66,347477
45,53,0.57,0.77,4.02,0.27,0.123,Mobile Development,38.02,277344
20,26,0.86,0.99,4.76,-0.17,0.035,UI/UX Design,69.03,298844
24,27,0.83,0.76,3.9,0.01,0.111,Web Development,31.56,236151
38,41,0.98,0.95,4.53,0.1,0.066,UI/UX Design,73.51,405305
39,39,0.72,0.94,4.46,0.14,0.073,UI/UX Design,70.19,349434
33,35,0.63,0.97,4.69,-0.15,0.036,UI/UX Design,62.65,329361
36,30,0.53,0.84,4.12,0.16,0.102,Mobile Development,46.31,256801
42,50,0.87,0.87,4.32,-0.14,0.068,Web Development,48.7,351419
24,33,0.81,0.98,4.55,0.09,0.059,Mobile Development,71.86,299428
5,6,0.99,0.96,4.73,-0.14,0.071,Web Development,64.39,288279
50,54,0.86,0.94,4.52,-0.16,0.06,Web Development,58.55,432578
47,50,0.97,0.96,4.34,-0.02,0.096,Web Development,65.61,438242
5,9,1.0,0.87,4.31,-0.16,0.086,Graphic Design,49.43,260847
12,12,0.71,0.71,3.75,0.15,0.118,Graphic Design,25.28,174720
44,54,0.58,0.74,3.84,0.25,0.132,Mobile Development,34.68,304364
11,14,0.6,0.88,4.27,0.0,0.091,Graphic Design,47.42,188363
28,41,0.66,0.81,3.91,0.03,0.118,UI/UX Design,32.68,216782
19,24,0.75,0.88,4.42,-0.15,0.057,Web Development,51.21,240480
5,6,0.56,0.85,4.07,0.21,0.098,Web Development,42.23,113521
9,15,0.65,0.82,4.02,0.04,0.118,Graphic Design,37.98,193578
39,41,0.65,0.76,4.15,0.1,0.11,UI/UX Design,40.87,260634
16,14,0.5,0.89,4.55,-0.04,0.079,UI/UX Design,50.15,180641
40,50,0.68,0.97,4.62,0.07,0.042,UI/UX Design,71.08,360717
32,51,0.56,0.91,4.52,0.09,0.055,Graphic Design,57.68,249346
38,47,0.71,0.73,3.88,0.15,0.139,Mobile Development,29.33,283899
35,37,0.6,0.85,4.2,-0.08,0.08,UI/UX Design,39.84,273433
29,37,0.91,0.97,4.49,0.12,0.059,Mobile Development,74.25,314658
7,11,0.54,0.86,4.23,-0.02,0.104,Web Development,31.59,117625
44,53,0.93,0.85,4.12,0.29,0.096,Graphic Design,65.07,362537
38,43,0.79,0.79,3.86,0.26,0.106,UI/UX Design,44.63,300398
11,22,0.73,0.8,3.82,0.13,0.109,Web Development,37.66,163817
23,15,0.77,0.78,3.66,0.18,0.121,Graphic Design,32.15,209554
40,55,0.69,0.75,3.64,0.25,0.126,Web Development,32.36,246901
26,32,0.56,0.86,4.3,-0.09,0.086,UI/UX Design,39.81,209641
50,59,0.88,0.87,4.37,-0.15,0.061,Mobile Development,55.87,432132
46,55,0.96,0.94,4.87,0.06,0.025,Graphic Design,82.54,497525
40,40,0.98,0.81,3.93,0.19,0.132,Web Development,52.81,359770
50,57,0.84,0.85,4.02,0.17,0.124,Web Development,52.67,360543
17,26,0.71,0.9,4.5,0.2,0.083,Mobile Development,59.78,232902
32,30,0.74,0.99,4.53,-0.05,0.076,Web Development,63.81,290266
36,33,0.83,0.81,3.69,0.05,0.141,UI/UX Design,32.96,278568
42,52,0.91,0.81,4.09,0.02,0.094,Mobile Development,51.87,327276
18,20,0.69,0.83,3.92,0.13,0.11,UI/UX Design,43.13,196057
5,9,0.96,0.94,4.43,-0.08,0.065,UI/UX Design,62.33,250940
34,34,0.66,0.98,4.81,-0.0,0.065,UI/UX Design,65.83,350853
5,14,0.77,0.86,4.22,-0.16,0.098,Graphic Design,39.27,191111
33,32,0.98,0.97,4.62,-0.13,0.079,Web Development,69.26,376867
21,31,0.97,0.86,4.01,0.17,0.1,Graphic Design,53.91,299846
29,24,0.85,0.72,3.51,0.25,0.15,Web Development,25.52,223687
31,33,0.66,0.96,4.55,-0.15,0.076,Mobile Development,62.59,292982
26,22,0.61,0.77,3.76,0.29,0.113,Graphic Design,32.16,176796
36,48,0.54,0.72,3.68,0.2,0.142,Web Development,25.15,210505
32,46,0.85,1.0,4.85,-0.07,0.029,UI/UX Design,80.65,371782
31,47,0.75,0.8,3.92,0.25,0.109,Mobile Development,43.02,245633
50,55,0.79,0.74,3.71,0.14,0.142,Mobile Development,30.84,334479
27,25,0.74,0.79,4.17,0.13,0.094,UI/UX Design,47.64,268396
45,50,0.74,0.85,4.22,0.18,0.109,Graphic Design,60.35,356298
40,45,0.79,0.73,3.85,0.02,0.112,Web Development,30.67,297769
40,44,0.96,0.83,3.96,0.29,0.099,Mobile Development,52.49,358944
44,54,0.51,0.88,4.24,0.0,0.084,Web Development,51.76,290289
50,58,0.9,0.99,4.71,-0.15,0.067,Mobile Development,76.17,465554
21,28,0.7,0.81,4.05,0.17,0.12,UI/UX Design,37.48,204516
42,52,0.87,0.88,4.36,-0.07,0.076,UI/UX Design,55.41,370272
47,37,0.97,0.91,4.51,0.18,0.082,Graphic Design,76.98,467030
47,57,0.65,0.71,3.5,0.2,0.133,Mobile Development,24.62,269064
34,52,0.54,0.78,3.72,0.27,0.112,UI/UX Design,35.39,206417
31,38,0.62,0.89,4.37,-0.11,0.095,UI/UX Design,47.02,227018
37,51,0.61,0.91,4.68,-0.16,0.071,UI/UX Design,51.77,293992
13,10,0.87,0.82,3.94,0.1,0.101,Web Development,41.1,222098
36,48,0.53,0.7,3.83,0.17,0.115,Mobile Development,19.42,227103
43,53,0.53,0.7,3.5,0.0,0.15,Graphic Design,13.64,186600
30,39,0.85,0.87,4.28,-0.2,0.071,Web Development,47.8,298784
39,45,0.78,0.87,4.21,0.1,0.108,Graphic Design,51.19,314114
13,16,0.71,0.86,4.13,0.05,0.103,UI/UX Design,46.27,197507
48,55,0.79,0.92,4.59,-0.17,0.069,Graphic Design,63.11,402220
20,8,0.87,0.99,4.74,0.08,0.055,Graphic Design,69.26,334528
27,38,0.55,0.98,4.48,0.06,0.075,UI/UX Design,59.94,227636
20,16,0.78,0.91,4.13,0.05,0.087,Mobile Development,56.32,226714
8,21,0.91,0.87,4.08,0.05,0.093,Mobile Development,52.68,209202
21,23,0.68,0.74,3.75,0.17,0.133,Web Development,27.66,169753
32,35,0.88,0.83,4.03,0.29,0.104,Graphic Design,50.85,296564
41,53,0.92,0.89,4.47,0.1,0.074,Mobile Development,67.57,405597
41,60,0.91,1.0,4.78,-0.01,0.038,Web Development,83.55,417376
16,15,0.83,0.75,3.74,0.02,0.129,Web Development,32.64,193726
29,23,0.86,0.95,4.8,-0.14,0.031,Mobile Development,67.58,356814
36,43,0.89,1.0,4.77,0.15,0.03,Mobile Development,82.98,396523
25,24,0.87,0.95,4.89,-0.01,0.057,Graphic Design,73.58,360863
41,41,0.73,0.93,4.59,-0.16,0.072,Mobile Development,58.32,336609
30,18,0.58,0.76,3.62,0.16,0.14,Mobile Development,24.25,179856
37,51,0.65,0.7,3.5,0.23,0.15,Web Development,20.37,228914
6,8,0.6,0.75,3.51,0.23,0.149,Mobile Development,23.13,98803
14,15,0.68,0.93,4.5,-0.11,0.086,UI/UX Design,53.14,218645
40,43,0.74,0.73,3.5,0.02,0.15,UI/UX Design,24.22,252092
5,6,0.98,0.81,4.25,0.04,0.083,Mobile Development,47.02,241167
50,60,0.98,0.89,4.67,-0.04,0.045,Graphic Design,70.06,467566
29,32,0.88,0.89,4.07,0.25,0.087,Graphic Design,62.97,318315
40,51,0.99,0.89,4.35,-0.15,0.068,UI/UX Design,62.35,375608
16,13,1.0,1.0,4.51,-0.1,0.069,Graphic Design,71.84,332872
50,56,0.94,0.72,3.71,0.29,0.122,Web Development,45.54,386481
48,51,0.54,0.83,4.18,0.25,0.088,UI/UX Design,47.37,296177
40,47,0.71,0.85,4.14,0.02,0.084,Mobile Development,53.23,304382
23,22,0.77,0.79,3.93,0.27,0.132,UI/UX Design,39.31,236034
16,14,0.56,0.84,4.0,0.29,0.091,UI/UX Design,44.49,149641
19,11,0.9,0.92,4.45,0.2,0.068,Mobile Development,63.41,285088
42,48,0.57,0.88,4.41,-0.05,0.068,Web Development,51.88,280416
30,30,0.69,0.72,3.56,0.18,0.125,Graphic Design,28.0,187023
42,44,0.53,0.92,4.63,-0.09,0.076,Web Development,57.57,313927
50,54,0.76,0.98,4.61,-0.14,0.054,Mobile Development,75.38,376343
26,33,0.8,0.74,3.63,0.1,0.139,UI/UX Design,26.49,235037
41,38,0.87,0.84,3.78,0.29,0.131,Web Development,52.0,320044
50,59,0.67,0.85,4.48,0.04,0.076,Mobile Development,52.2,383455
33,42,0.8,0.74,3.5,0.2,0.148,Graphic Design,31.11,207783
14,14,0.87,0.86,4.37,-0.08,0.084,Web Development,49.98,266861
20,23,0.88,0.78,3.89,0.19,0.129,Graphic Design,35.68,234349
27,26,0.65,0.97,4.67,0.15,0.074,Mobile Development,68.87,306319
5,7,0.53,0.81,3.86,0.04,0.128,Web Development,29.55,80140
38,48,0.52,0.98,4.62,0.06,0.059,Mobile Development,65.15,273487
35,43,0.88,0.73,3.56,0.02,0.143,Graphic Design,28.67,279072
36,45,0.69,0.73,3.56,0.28,0.15,Web Development,28.93,221294
33,41,0.57,0.81,3.68,0.18,0.141,Mobile Development,32.39,198481
43,55,0.59,0.95,4.66,0.09,0.054,UI/UX Design,64.51,346777
44,48,0.88,0.88,4.38,-0.08,0.073,Mobile Development,61.22,376415
39,42,0.8,0.92,4.42,0.08,0.096,UI/UX Design,61.27,364634
28,20,0.75,0.83,4.04,0.04,0.117,Mobile Development,47.58,261803
33,33,0.81,0.72,3.67,0.25,0.125,UI/UX Design,29.3,271201
16,23,0.57,0.88,4.06,0.23,0.097,Graphic Design,48.61,156829
33,39,0.66,0.88,4.04,0.14,0.122,Mobile Development,43.25,260357
23,27,0.69,0.72,3.57,0.16,0.15,UI/UX Design,20.71,177485
18,16,0.66,0.74,3.63,0.13,0.132,Mobile Development,21.44,164007
23,18,0.93,0.86,4.13,0.17,0.094,Graphic Design,52.89,306227
12,9,0.79,0.84,4.19,0.22,0.09,Web Development,50.87,222534
26,27,0.86,0.94,4.47,0.1,0.06,Web Development,69.32,340386
14,12,0.62,0.8,4.01,0.18,0.109,Web Development,31.61,142210
45,48,0.63,0.89,4.58,-0.04,0.074,Web Development,58.06,317210
46,59,0.61,0.9,4.67,0.01,0.059,Graphic Design,62.64,352699
19,29,0.84,0.9,4.51,-0.16,0.076,Graphic Design,56.18,247966
14,9,0.67,0.87,3.89,0.19,0.123,Graphic Design,40.98,151527
31,33,0.7,0.94,4.62,0.18,0.043,Mobile Development,66.34,331187
26,20,0.85,0.91,4.63,-0.14,0.047,Graphic Design,65.94,314701
5,6,0.99,0.97,4.73,0.15,0.046,Web Development,76.97,310449
49,60,0.58,0.87,4.15,0.09,0.113,Mobile Development,45.99,334780
11,8,0.53,0.73,3.55,0.18,0.14,Graphic Design,20.68,99716
11,19,0.6,0.78,4.02,0.1,0.101,UI/UX Design,23.14,160789
36,43,0.87,0.81,3.9,0.07,0.101,Graphic Design,41.1,275745
50,55,0.6,0.71,3.5,0.3,0.15,Web Development,27.08,256008
19,6,0.79,0.91,4.32,0.09,0.096,Web Development,55.37,253358
42,43,0.8,0.88,4.3,-0.0,0.096,Web Development,56.88,341486
35,43,0.65,0.87,4.19,0.1,0.09,Web Development,48.27,285121
30,26,0.53,0.82,3.79,0.26,0.11,Mobile Development,35.9,198185
49,53,0.7,0.86,4.12,0.22,0.091,Web Development,51.74,324441
28,34,0.59,0.7,3.78,0.18,0.141,Web Development,23.05,178153
9,10,0.59,0.71,3.58,0.27,0.13,Mobile Development,15.85,74828
44,54,0.76,0.91,4.49,-0.08,0.087,Graphic Design,60.52,375344
10,15,0.84,0.79,3.66,0.08,0.138,UI/UX Design,32.41,165142
28,33,0.54,0.71,3.65,0.29,0.147,Mobile Development,23.64,168581
26,26,0.79,0.8,4.17,0.26,0.095,UI/UX Design,48.25,260398
50,55,0.62,0.76,3.82,0.27,0.141,UI/UX Design,34.17,287093
12,12,0.84,0.72,3.5,0.28,0.14,Mobile Development,22.78,174514
17,8,0.91,0.84,4.2,0.11,0.097,Web Development,49.06,294354
45,50,0.9,0.72,3.72,0.26,0.115,Mobile Development,43.89,324922
47,52,0.68,0.7,3.5,0.27,0.149,Web Development,25.27,253584
19,25,0.78,0.94,4.71,0.2,0.072,Mobile Development,64.22,281896
32,24,0.9,0.81,4.04,0.19,0.09,Graphic Design,47.68,317980
37,40,0.53,0.85,3.84,0.17,0.123,UI/UX Design,41.9,225493
10,9,0.8,0.79,3.82,0.0,0.128,Mobile Development,32.34,179062
9,10,0.92,1.0,4.73,0.06,0.069,UI/UX Design,77.15,289234
7,6,0.69,0.91,4.41,-0.17,0.069,Mobile Development,44.79,157174
6,9,0.73,0.81,3.97,0.14,0.113,Graphic Design,35.67,149522
22,17,0.85,0.77,3.94,0.01,0.135,Mobile Development,30.3,246774
24,32,0.53,0.72,3.71,0.14,0.144,Web Development,17.73,154039
41,47,0.69,0.92,4.71,-0.05,0.066,Mobile Development,70.78,318548
23,28,0.65,0.83,4.1,0.23,0.114,Web Development,43.63,229469
30,30,0.51,0.75,3.92,0.14,0.117,Mobile Development,30.28,172658
28,26,0.6,0.96,4.77,-0.2,0.046,Graphic Design,59.19,296196
44,57,0.7,0.81,4.17,0.27,0.087,UI/UX Design,50.5,326367
26,29,0.6,0.85,4.38,0.18,0.078,Mobile Development,51.53,224479
20,30,0.8,0.96,4.59,-0.1,0.044,Web Development,70.74,267583
50,50,0.72,0.95,4.56,0.05,0.049,Graphic Design,68.91,403985
50,60,0.52,0.87,3.91,0.09,0.108,Web Development,48.13,277603
36,51,0.64,0.96,4.77,-0.0,0.042,Graphic Design,73.56,314270
28,37,0.51,0.96,4.79,-0.15,0.055,Mobile Development,57.46,240096
49,60,0.68,0.97,4.71,0.13,0.04,UI/UX Design,75.07,380004
32,37,0.63,0.79,4.02,0.02,0.12,Mobile Development,34.43,262316
